smiles,LOG_MDR1-MDCK_ER
Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,-0.115777617
CN(C)c1cncc(-c2ccc(C(=O)NC(C)(C)C)cc2)n1,-0.156792413
CN(C)c1cncc(-c2ccc(S(=O)(=O)N(C)C)cc2)n1,-0.214490823
CN(C)c1ccc(C(=O)N2CCN3C(=O)N(Cc4ccccc4)C(=O)[C@H]3C2)cc1,0.208151459
O=C(c1ccccc1)N1CCN2C(=O)N(Cc3ccccc3)C(=O)[C@H]2C1,0.18139049
CN(C)C1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,1.550029124
CSC1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,0.207215155
CN(C)C(=O)c1ccnc(NCc2cccc(C#N)c2)c1,0.757610352
Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,0.027366981
CCn1ncc(-c2cc(C(F)F)nc(NCCCOC)n2)c1C,-0.279753048
Cc1nn(C)c(C)c1-c1cc(C(C)(C)C)nc(N(C)C)n1,-0.208299638
CCn1cnnc1CN(C)C1CCN(c2ccccc2F)CC1,0.427548157
CN(Cc1nncn1C)C1CCN(c2ccccc2F)CC1,0.314435217
CCn1cc(NC(=O)c2ccccc2C)cn1,-0.22665398
Cn1cc(NC(=O)c2ccccc2C(F)(F)F)cn1,-0.082079165
CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,1.124374909
CCn1ncc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c1C,1.194472464
CCc1nnc(Sc2nc3cc(C)nn3c3ccccc23)[nH]1,0.081861329
Cc1cc2nc(Sc3nnc(C)n3C)c3ccccc3n2n1,1.052425022
CCc1cc(-c2ccc(OC)c3nc(C)ccc23)nc(N2CCOCC2)n1,0.050426158
CCc1cc(-c2ccc(OC)c3ncccc23)nc(N2CCOCC2)n1,-0.071566219
CCOc1ncccc1-c1cc(Cl)ccc1O,-0.225338528
COc1ccc(C)cc1-c1cccnc1O,0.032510123
CCOc1ccc(OCCN2CCN(C(C)=O)CC2)cc1,-0.173383783
CN1CCN(CCOc2ccccc2N)CC1,-0.26149444
CCOc1ccc(CN[C@@H]2CCC[C@H]2Cc2cc(C)no2)cc1OC,0.40718693
COc1ccc(CN[C@@H]2CCC[C@H]2Cc2cc(C)no2)cc1OC,0.518255516
CCOc1ccc(CC(=O)NCCn2cccnc2=O)cc1,1.25635307
O=C(Cc1ccc(F)cc1)NCCn1cccnc1=O,0.965165229
CCOc1cc(N(C)CC2CCN(C)CC2)ncn1,0.191139745
Cc1nc(O)c(Cl)c(N(C)CC2CCN(C)CC2)n1,0.883031073
CCOCCC(=O)N1CCC2(CCCN(C)CC2)CC1,0.465281188
COCC(C)(C)C(=O)N1CCCC2(CCNCC2)CC1,0.634517175
CCOCC(=O)Nc1cccc(CN2CCCC2)c1,0.363116742
CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,0.412682232
CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,-0.222648727
N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1,-0.277406726
CCNc1nc(-c2cccnc2)nc(C)c1C,-0.239057038
CCOc1ncccc1-c1nc(C)cc(NC)n1,-0.172673285
CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,0.577752368
Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,0.402088014
CCNC(=O)N1CCc2nc3ccc(F)cn3c(=O)c2C1,1.014399318
CNC(=O)N1CCc2nc3ccc(Cl)cn3c(=O)c2C1,0.789322338
CCNC(=O)N1CCC2(CCc3ccccc3O2)CC1,-0.132461438
CCOCC(=O)N1CCC2(CCc3ccccc3O2)CC1,-0.135734794
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,-0.38705313
CN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,-0.250186338
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,0.002661153
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,0.603701577
CCN(Cc1nc(C)no1)C(=O)c1cc(C)c(C)n(C)c1=O,1.917146338
Cn1cccc(C(=O)NCc2nc(C(C)(C)C)no2)c1=O,0.156899699
CCN(CCO)Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1,1.494803466
COc1cc(Br)c2c(=O)[nH]c(C)nc2c1,-0.160586357
CCN(CC)CC(=O)Nc1ccc(Oc2ccc(C)nn2)cc1,0.210627141
Cc1ccc(Oc2ccc(N)cc2)nn1,-0.139655656
CCN(CC(N)=O)CC(=O)N1c2ccccc2CCc2ccccc21,1.460518098
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,1.33702227
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,0.825726869
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,1.479515079
CCCc1nn(CCCN2CCCCC2)c(=O)o1,-0.26570447
COCc1nn(CCCN2CCCCC2)c(=O)o1,-0.178989188
CCCc1ccc(C(=O)CSc2nncs2)cc1,-0.326773578
CCc1ccc(CC)c(C(=O)CSc2nncs2)c1,-0.3254201
CCCCN1CCN(C(=O)c2cccc(-c3ccc(CO)cc3)c2)CC1,0.052484358
CCCc1ccc(-c2cccc(C(=O)N3CCN(CC(N)=O)CC3)c2)cc1,0.917324704
CCCC(=O)Nc1ccc(-n2cccn2)nc1,-0.252230617
Cc1ccc(CN)c(-n2cc(Cl)cn2)n1,-0.401765315
CCCC(=O)NCC(=O)Nc1cnc(N2CCN(C)CC2)nc1,1.03757715
CCCC(=O)Nc1cnc(N2CCN(C)CC2)nc1,0.143038809
CCC1(O)CN(c2ncccc2C#N)C1,-0.281311251
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,0.315174587
CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,0.021867016
CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,-0.114810987
CC1Cc2ccccc2N1C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.462397998
O=C(CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)N1CCc2ccccc21,1.707570176
CC1=NN(c2ccc(F)cc2)C(=O)/C1=C(/C)Nc1ccc(S(N)(=O)=O)cc1,1.080077137
COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,1.613323067
CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,1.052795442
COc1cccc2c1OC(C)(C)[C@@H]1C[C@H]3CNCC[C@H]3O[C@@H]21,1.232459541
CC(C)n1cc(CN2CCC(c3nc(N(C)C)no3)CC2)cn1,0.251795627
CCCn1cc(CN2CCC(c3nc(N(C)C)no3)CC2)cn1,0.054978613
CC(C)c1ccc(CN2CCN(C(=O)C3CCN(C(=O)C4CC4)CC3)CC2)cc1,0.42371983
COc1ccc(CN2CCN(C(=O)C3CCN(C(=O)C4CC4)CC3)CC2)cc1,0.879415261
CC(C)OCCS(=O)(=O)N1CCc2ccccc2CC1,-0.17624029
CN(C)S(=O)(=O)CCCN1CCc2ccccc2CC1,-0.221808266
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@H]1O,1.230623249
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@H]1O,0.781848009
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,0.291271951
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.073637098
CC(C)Cc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,0.526275964
COCCc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,0.876785449
CC(C)CCn1ccc(NC2CCN(C(C)C)CC2)n1,0.553504411
CCc1[nH]nc(NC2CCN(C(C)C)CC2)c1C,1.136492655
CC(C)CCN1CCc2nc3cc(C4CC4)nn3c(O)c2C1,0.956787224
CCCCN1CCc2nc3cc(C4CC4)nn3c(O)c2C1,1.422969774
CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,0.152783332
Cn1nc(N)c2ccc(Br)cc21,-0.142890907
CC(C)=CCOc1cccc(C(=O)NN2CCOCC2)c1,0.111183435
O=C(NN1CCOCC1)c1ccc(Cl)c(Cl)c1,-0.160548299
CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,1.010596548
CCOc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1cccc(C(F)F)n1,1.040780099
CC(C)(CO)NCCCCn1c2ccccc2c2ccccc21,0.868458753
O=C(O)CCn1c2ccccc2c2ccccc21,-0.092206169
CC(=O)c1cc(Br)cc(F)c1OCc1ccccn1,-0.206170522
OCCOc1ccccc1OCc1ncc(Cl)cc1Cl,-0.25871879
CC(=O)NCc1cc2n(n1)CCN(C1Cc3ccccc3C1)C2,0.04922349
CS(=O)(=O)NCc1cc2n(n1)CCN(C1Cc3ccccc3C1)C2,0.466052502
CC(=O)NCCCOc1ccc(CN2C[C@H](Oc3cccc(C)c3)[C@@H](O)C2)cc1,1.493918028
Cc1cccc(O[C@H]2CN(Cc3ccc(OCCCO)cc3)C[C@@H]2O)c1,0.350353677
CC(=O)NCCCC(=O)Nc1ccc(Oc2ccccc2Cl)cc1,0.9163842
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,0.207002444
CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1,1.589307341
CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(Cl)ccc4o3)CC[C@@H]2O)CC1,1.577937842
CC(=O)N1CCC(c2ccccn2)CC1,-0.10170638
CCCC(=O)N1CCC(c2cccc(C)n2)CC1,-0.241217394
CC(=O)N1CCC(CNc2nccc3cccnc23)CC1,0.279509348
CN1CCC(CNc2nccc3cccnc23)CC1,-0.068373028
CC#CCNc1ccc(-n2cnnn2)c(C)c1,-0.229335003
CN(C)CCSc1nnnn1-c1ccc(Br)cc1,-0.36159687
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,0.595868979
Cc1ccc(Nc2ccnc(Nc3ccc(C)cc3)n2)cc1,-0.699657393
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.81723103
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.61368751
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.72516
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,1.322459871
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,0.351122814
C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,0.27381245
C#CCNC(=O)c1ccc2c(c1)OCO2,-0.092231106
CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,-0.118484638
C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,0.332467729
Cc1cccc(C)c1CNC1(CCO)CCOCC1,-0.012197115
c1nn(C2CCOCC2)cc1Nc1ncc2nnn(-c3ccc4cn[nH]c4c3)c2n1,2.725057246
c1nc(NC2CCN(C3CC3)CC2)c2sccc2n1,0.094514341
c1nc(N2CCC3(CCCCC3)C2)c2cn[nH]c2n1,-0.096903631
c1csc(-c2csc3nc(CN4CCOCC4)nc(N4CCc5[nH]ncc5C4)c23)c1,1.921634638
c1cncc(-c2nnc3n2[C@H]2CN(Cc4cccs4)C[C@H]2CC3)c1,0.429683007
c1cnc(NCc2cnc3ccsc3c2)nc1,-0.230040308
c1cnc(NCc2cccc(-c3cccnc3)c2)nc1,-0.243569743
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,-0.240321893
c1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,0.59788575
c1cnc(-n2cccn2)c(CNC2CCCC2)c1,-0.021928011
c1ccn2cc(CSc3ccc(-n4cccn4)nn3)nc2c1,-0.135765091
c1ccc2nc(NCCn3ccnc3)cnc2c1,0.543493875
c1ccc2nc(N3CCCC4(CCNCC4)CC3)cnc2c1,1.522974298
c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,-0.267526541
c1ccc2c(c1)CCN(Cc1nnc3n1CCC3)C2,0.839712913
c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,1.204901305
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,0.12433539
c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,0.110744594
c1ccc(OCCN2CCN(c3ncccn3)CC2)cc1,-0.272813242
c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,-0.299221636
c1ccc(Nc2nc(N3CCNCC3)nc(N3CCOCC3)n2)cc1,1.635874511
c1ccc(NCc2ccc3c(c2)OCCCO3)nc1,-0.154453852
c1ccc(N2CCOCC2)c(CNc2cc(N3CCCC3)ncn2)c1,0.32079367
c1ccc(Cc2nnc(NC3CCOCC3)s2)cc1,0.091033575
c1ccc(Cc2n[nH]c(CSc3ccccc3)n2)cc1,-0.13438948
c1ccc(COc2ccc(CNCC3CCNCC3)cc2)cc1,0.690307662
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,-0.181738372
c1ccc(CN2CCn3nccc3C2)cc1,-0.233527402
c1ccc(CCn2cnc3c2CCN(c2ncccn2)C3)cc1,-0.095732703
c1ccc(CCc2n[nH]c(-c3cccc4cnccc34)n2)cc1,0.036594398
c1ccc(CC2=NCCN2)cc1,-0.442557042
c1ccc(C2(c3ccccc3)CCCN(Cc3nnc(C4CC4)o3)C2)cc1,-0.164163179
c1ccc(C(c2ccccc2)c2noc(Cn3cnc(C4CC4)n3)n2)cc1,0.05740136
c1ccc(-n2ncc3c(-n4ccnc4)ncnc32)cc1,-0.209238445
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,-0.304022944
c1ccc(-c2nsc(N3CCCN(c4nccs4)CC3)n2)cc1,-0.182993571
c1ccc(-c2noc(NCC3CCC3)n2)cc1,-0.218256376
c1ccc(-c2noc(NC3CC3)n2)cc1,-0.092188594
c1ccc(-c2noc(Cn3ccnc3)n2)nc1,0.158378661
c1ccc(-c2ncc(CNc3ncccn3)s2)nc1,-0.193306769
c1ccc(-c2nc(CSc3ccc(-n4cccn4)nn3)cs2)cc1,-0.266737675
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,0.077885977
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,-0.011510521
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,-0.170520498
c1ccc(-c2cc3c(N4CCC(c5ncc[nH]5)CC4)ncnc3s2)cc1,1.249256335
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)[nH]c3ncnc(NCC4SCCS4)c23)cc1,1.397408894
c1cc2cc[nH]c2c(CC2CN(C3CCCC3)C2)n1,0.505965058
c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,1.422839195
c1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc3nc[nH]c3c2)n1,0.378491019
c1cc(CNc2ncc(-c3cnccn3)c(C3CC3)n2)ccn1,0.13170626
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,0.021452087
c1cc(-c2noc(CN3CCOCC3)n2)ccn1,-0.135463243
[2H]c1nc(C)nc([2H])c1-c1cc(NC[C@@H](C)c2cccc3c(C(=O)NC)ccnc23)ncn1,2.023359966
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,2.05650206
Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,-0.345917416
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,1.970410699
O[C@@H]1C[C@@H](c2nc(-c3cccnc3)no2)N(CCCc2ccccc2)C1,0.074966071
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,-0.268729169
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(Cc3ccccc3)cccc12,-0.327645342
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,-0.22265074
O[C@@H]1CCCC[C@H]1N1CCC(c2ccccc2)CC1,-0.335785963
OCc1cnnn1-c1cncc(Cl)n1,-0.188287229
OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,0.320064434
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,1.398610029
OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1,-0.051336056
OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,1.56062104
OCCN1CCN(c2ccnc3ccc(Br)cc23)CC1,0.241565357
OCCCCCn1cc(-c2ccccc2-c2ccco2)nn1,0.035576922
OCCC1(CNc2ncc(Br)cn2)CC1,-0.171137815
OCC1CN(c2nc3cc(F)ccc3o2)C1,-0.152301172
OC1CCN(c2nccc(-c3cccs3)n2)CC1,-0.307441179
OC1CCN(c2ncc(-c3cnccn3)c(-c3cccs3)n2)CC1,0.056133487
OC1(c2cccnc2F)CCN(Cc2ccc(-c3ccc(F)cc3)o2)CC1,-0.243761659
OC1(Cn2nnc(-c3cccnc3)n2)CCCCC1,-0.18056396
OC1(Cc2nc(-c3ccsc3)no2)CCCCC1,-0.248938191
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.720380843
O=c1oc2cccnc2n1Cc1ncc(-c2ccc(F)cc2)o1,0.456976633
O=c1oc2cccnc2n1Cc1ccccn1,0.395659597
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,0.903804371
O=c1n(CCn2ccnc2)nnn1-c1cccs1,-0.132206824
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,-0.243412898
O=c1ccc(C2CC2)nn1CC1CN(CC2(O)CCCC2)C1,1.098175718
O=c1cc2c(n[nH]1)-c1cnc(N3CCCCC3)nc1CC2,-0.248334943
O=c1cc2c(n[nH]1)-c1cnc(N3CCCC3)nc1CC2,-0.126039331
O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,0.831332067
O=c1cc(-c2cc(F)c(Cl)nc2Cl)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12,0.280355081
O=c1c2cnccc2ncn1Cc1ccc2c(c1)CCCO2,-0.140182219
O=c1c2ccncc2ncn1[C@H]1CCN(Cc2ccccc2)C1,-0.354224788
O=c1c2cccnc2ncn1[C@H]1CCN(Cc2ccccc2)C1,-0.11026627
O=c1c2cccnc2ncn1[C@H]1CCCc2ccccc21,-0.07750038
O=c1c2cccnc2ncn1Cc1ccc2c(c1)CCCC2,-0.167350986
O=c1c2cccn2c2ccccc2n1CCCN1CCC(c2ccc(Cl)cc2)CC1,0.715391418
O=c1c2ccccc2nnn1CCOc1ccc(F)cc1,-0.376686055
O=c1c2ccccc2nc2n1CCN(Cc1ccc(F)cc1)CC2,-0.326625091
O=c1c2ccccc2cnn1Cc1cccc(OCC(F)(F)F)c1,1.554997835
O=c1c2cccc(C(F)(F)F)c2ncn1C1CCCC1,-0.277518126
O=c1c2c(nc3ccccn13)CCN(S(=O)(=O)C1CCCCC1)C2,0.073520691
O=c1c(CO)cc2cc3c(cc2n1Cc1ccccn1)CCC3,0.144048433
O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1,0.245027856
O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,0.162957515
O=c1[nH]nc(CCCN2CCOCC2)n1-c1cccc(Cl)c1,1.407861993
O=c1[nH]c2cnccc2n1Cc1ccccc1,0.18909678
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,0.910401681
O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3ccsc3)no2)CC1,0.57143751
O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,1.69019608
O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,0.330643862
O=S1(=O)CCN(C2CCN(CC(F)(F)F)CC2)CC1,-0.116253048
O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,0.476979096
O=S(=O)(c1cccnc1)N1CCC2(Cc3ccccc3C2)C1,-0.202413354
O=S(=O)(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccc(Cl)cc1,1.029089322
O=S(=O)(NCc1n[nH]c2c1CCCCC2)c1ccc(OC(F)F)cc1,0.860606135
O=S(=O)(NC[C@H]1CCCN1)c1ccc(OC(F)F)cc1,0.46040426
O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,-0.018596026
O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,-0.268931938
O=C1c2ccccc2C(=O)N1CCNc1ccc(F)cc1,-0.366969151
O=C1c2cccc3cccc(c23)C(=O)N1CCN1CCOCC1,-0.22517712
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,0.384046827
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCCO4,0.587792254
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(Cc1cccnc1)C2,1.246986499
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,-0.07023367
O=C1N[C@@H]2CCN(C(=O)c3ccc(-c4ccccc4)cc3)[C@@H]2C(=O)N1c1ccc(F)cc1,1.647705846
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,0.649112619
O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,0.651004567
O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,1.660602169
O=C1NC2(CCCCC2)C(=O)N1Cc1csc(-c2ccccc2)n1,0.061780698
O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,0.612130045
O=C1CNC(=O)N1CCCN1CCc2sccc2C1,0.181995052
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,0.468083204
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,0.923784715
O=C1CN(C(=O)c2ccc(F)cc2)CCN1,0.355665263
O=C1CN(C(=O)c2ccc(Cl)cn2)CCN1CCc1ccccc1,0.043278229
O=C1CC[C@H](O)[C@@H](c2cccc(Cl)c2)N1Cc1ccccc1,0.578483731
O=C1CCCc2c1[nH]c1cc(-n3ccnc3-c3ccncc3)ccc21,1.162467075
O=C1CCCN1c1ccc(NCc2ccccn2)nc1,0.118086518
O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,-0.016159967
O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,1.280369079
O=C1CCCN1CCCc1nc(Cc2c(Cl)cccc2Cl)n[nH]1,1.894483154
O=C1CCCN1C(=O)COc1cccc(-c2nnco2)c1,-0.041064212
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.682172588
O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,0.379230874
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,-0.18668623
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,0.484987413
O=C1CC(N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)C(=O)N1c1ccccc1,-0.118416632
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,0.071460027
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,-0.204917903
O=C(c1n[nH]c2c1COCC2)N1CCC2(C=Cc3ccccc32)CC1,0.174505376
O=C(c1cnc(-c2ccccc2)s1)N1CCOC2(CCCC2)C1,-0.236323332
O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,1.357427307
O=C(c1ccncc1)N1CCC(c2cnccn2)CC1,0.432555455
O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,0.375416518
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-0.04333824
O=C(c1ccccn1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-0.101806269
O=C(c1ccccc1N1CCOCC1)N(Cc1ccccn1)C1CCCCC1,0.50030563
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,1.285122407
O=C(c1ccccc1-c1ncc(-c2ccccc2F)o1)N1CCC1,-0.181195641
O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,-0.16528713
O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,0.765837021
O=C(c1cccc(Nc2ncccn2)c1)N1CCOCC(Cc2cccc3ccncc23)C1,1.447158031
O=C(c1cccc(N2CCNC2=O)c1)N1CCc2ccccc2C1,0.757582069
O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,-0.168890367
O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,1.573193915
O=C(c1ccc2oc(CCCc3ccccc3)nc2c1)N1CCC(Oc2cccnc2)CC1,0.169684342
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.797597142
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,0.203055454
O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,0.832551262
O=C(c1ccc(O)nc1)N1CCN(c2ncccn2)CC1,0.845079437
O=C(c1ccc(O)cc1)N1CCN(c2ncnc3c2CCC3)CC1,1.635907137
O=C(c1ccc(NS(=O)(=O)c2cccc3cnccc23)cc1)N1CCCC1,1.898116504
O=C(c1ccc(F)cc1)N1CCN(CC(=O)N2CCCC2=O)CC1,1.015518022
O=C(c1ccc(F)c(F)c1)N1CCN(C(=O)c2nc(Cl)ccc2Cl)CC1,0.645801453
O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,-0.100465634
O=C(c1ccc(Cl)cc1)N1CCC[C@@H](C(=O)N2CCc3ccccc3C2)C1,0.387575255
O=C(c1ccc(Cl)cc1)N1CCC(c2nnc3n2CCCC3)CC1,2.108108208
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,-0.126760545
O=C(c1ccc(-c2ccncc2)cc1)N1CCC(O)(CN2CCCC2)CC1,1.248721737
O=C(c1cc2ccccc2[nH]1)N1C[C@@H](O)[C@H](N2CCOCC2)C1,-0.368291709
O=C(c1cc(F)ccc1F)N1CCN(C(=O)C2CC2)CC1,0.082084111
