,smiles,LOG_MDR1-MDCK_ER,LOG_HLM_CLint,LOG_RLM_CLint
616,CN(C(=O)CSC(C)(C)C)c1ccccc1C#N,-0.092676694,1.674833595,2.836985815
617,CN(C(=O)c1cncc(F)c1)c1cccc2ncccc12,0.4377512,1.346450778,2.128321709
618,CN(C)C(=O)C(C)(C)NC(=O)OC(C)(C)C,0.135927905,0.675686709,1.385945713
619,CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,0.164553862,2.998834093,3.432739262
620,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,1.237227531,2.596224212,3.377908999
621,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,1.39985037,2.666523596,3.097606757
622,CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1,0.371628476,0.675686709,1.027920136
623,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,-0.150744256,2.008306285,2.971121777
624,CN(C)C(=O)COc1ccc(N)c(F)c1,-0.115530568,0.675686709,1.027920136
625,CN(C)C(=O)OCCN1CCC(c2c[nH]c3ncccc23)CC1,0.806097056,1.471511737,2.006089348
626,CN(C)C(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,-0.032901257,0.99895644,1.839905218
627,CN(C)C(=O)c1ccnc(NCc2cccc(C#N)c2)c1,0.757610352,0.675686709,1.839006415
628,CN(C)C(=O)c1cncc(N(C)CCN(C)C2CCCC2)n1,1.305873312,0.813180533,1.509202522
629,CN(C)C(=O)c1sc2nc(C3(C)CCN(c4ncccn4)CC3)ccc2c1N,0.096234041,1.505651841,2.047259287
630,CN(C)C(C)(C)CNc1ncnc2ccccc12,0.45636973,0.675686709,2.466869103
631,CN(C)C1(CNC(=O)Cn2ccc(=O)cc2)CCCCC1,-0.564585257,0.723947976,1.207957343
632,CN(C)C1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,1.550029124,1.542177858,2.941385201
633,CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,1.218027545,0.92556991,2.079155911
634,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,-0.561572286,0.675686709,1.027920136
635,CN(C)C1CN(c2nc(-c3cnccn3)nc3sc4c(c23)CCCC4)C1,0.069382959,1.966118257,3.434142543
636,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,1.62941048,1.094051656,1.750824551
637,CN(C)CC(C)(C)CNc1cn[nH]c(=O)c1Br,-0.16998327,0.931254406,1.642889703
638,CN(C)CCN(Cc1ccccc1)C(=O)CCC(=O)Nc1ncc(-c2ccccc2)n1C,1.582404845,1.964019075,2.445604203
639,CN(C)CCN(Cc1ccccc1)Cc1ccccc1O,-0.075697873,2.518487618,3.140291785
640,CN(C)CCNc1c2c(c(C#N)c3nc4ccccc4n13)CCCC2,0.410152385,1.380102655,2.43117392
641,CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,1.506248698,1.298743943,2.839462963
642,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,0.681315546,1.105237601,2.232536175
643,CN(C)CCSc1nnnn1-c1ccc(Br)cc1,-0.36159687,1.456214155,3.239850821
644,CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.657434904,1.881681314,2.180696337
645,CN(C)Cc1csc(-c2nccn2-c2ccc3c(c2)n(C)c(=O)n3C)c1,1.860187073,0.675686709,1.582188404
646,CN(C)S(=O)(=O)CCCN1CCC(CCC(N)=O)CC1,-0.37149501,0.675686709,1.027920136
647,CN(C)S(=O)(=O)CCCN1CCc2ccccc2CC1,-0.221808266,1.20054956,2.855173763
648,CN(C)S(=O)(=O)Nc1ccc(-n2ncc3ccccc32)cc1,-0.250647802,1.332761536,2.981805021
649,CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,0.220292133,0.739493231,1.487166667
650,CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O,0.643130598,0.675686709,2.081919508
651,CN(C)c1cc(CNC(=O)C2CCOCC2)ccn1,0.68731016,0.675686709,1.027920136
652,CN(C)c1cc(CNc2ccc(C#N)cn2)ccn1,-0.158067643,1.018034403,1.975257136
653,CN(C)c1ccc(-c2ccc(C(=O)NCCN3CCCC3=O)cc2)nn1,1.741872227,0.675686709,1.875206004
654,CN(C)c1ccc(-c2ccc(COCc3cccs3)cc2)nn1,-0.315710209,1.883553558,2.613046473
655,CN(C)c1ccc(C(=O)N2CCN3C(=O)N(Cc4ccccc4)C(=O)[C@H]3C2)cc1,0.208151459,1.477237051,2.589451384
656,CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,0.672983954,0.960470778,2.565557405
657,CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,0.42550367,1.372838388,2.872877942
658,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,0.81876548,1.503041253,2.184980864
659,CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,-0.189183687,2.6977575,3.559495825
660,CN(C)c1cccc(Cn2ccnc2-c2ccc(O)cc2)c1,0.575857465,1.890180609,3.015474183
661,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,0.486469777,0.933942603,1.958769276
662,CN(C)c1ccncc1CN1CCN(c2ccc(C(N)=O)cc2)CC1,1.274025761,0.675686709,1.027920136
663,CN(C)c1cncc(-c2ccc(C(=O)NC(C)(C)C)cc2)n1,-0.156792413,1.272213037,2.683949828
664,CN(C)c1cncc(-c2ccc(S(=O)(=O)N(C)C)cc2)n1,-0.214490823,1.907368359,3.385993749
665,CN(C)c1cnn(CCC(C#N)(c2ccccc2)c2ccccc2)c(=O)c1,0.438178551,2.092874971,3.101228979
666,CN(C)c1nc(CN2CCOCC2)nc2scc(-c3cccs3)c12,0.013182827,2.216862327,3.253160083
667,CN(C)c1nc(N)nc(Sc2ccccc2)n1,-0.127049198,2.03213908,2.807417983
668,CN(C)c1nccc(N2CCN(CCCCCF)CC2)n1,-0.378241575,1.510477984,3.159829375
669,CN(C)c1ncn(-c2cccc(N)c2)n1,-0.22456622,1.185797047,1.404611383
670,CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,0.412682232,0.675686709,2.508392339
671,CN(CC(=O)N(C)C)Cc1cc(C#N)ccc1F,-0.147187086,0.675686709,1.58043455
672,CN(CC(=O)NC1(C#N)CCCC1)c1ccccc1,-0.03454929,1.307196421,2.697531848
673,CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.015286735,1.933284772,2.845618261
674,CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,0.198433223,1.336679827,2.665527522
675,CN(CC(=O)Nc1cc(F)cc(F)c1)c1ccnc(C(N)=O)c1,1.088930526,0.675686709,1.629715333
676,CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,0.786160947,1.422031431,2.117890801
677,CN(CC(=O)Nc1cccc(S(=O)(=O)N2CCCC2)c1)C1CCCCC1,0.359625767,2.778966957,3.474071815
678,CN(CC(=O)Nc1ccncc1)C1CCCC1,-0.314728649,0.675686709,2.594630077
679,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,-0.118484638,1.016991578,2.511115652
680,CN(CC1(CO)CCC1)C(=O)CCN1CCCCC1=O,1.364789207,0.675686709,1.662889988
681,CN(CC1(CO)CCCC1)C(=O)CCN1CCCCC1=O,1.326193915,0.675686709,2.051198845
682,CN(CC1(O)CCCC1)c1ncccn1,0.105518013,0.675686709,2.120001074
683,CN(CC1CCC1)C(=O)C1CCN(c2ccc3nncn3n2)CC1,1.0643813,0.887561041,2.099169406
684,CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,0.70139821,1.652110905,2.73292906
685,CN(CCC1CCCCC1)C(=O)c1ccon1,-0.223742536,1.606424362,2.987719878
686,CN(CCCC1CCCC1)Cc1cc(=O)[nH]c(=O)[nH]1,-0.076474244,0.878808932,2.217210121
687,CN(CCN1CCCCC1)c1cncc(C(N)=O)n1,0.644203043,0.675686709,1.978723616
688,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,0.358545611,1.121494186,2.031275125
689,CN(CCNC(=O)NC1CCOCC1)C1CCCC1,1.259458419,0.675686709,2.26421553
690,CN(CCO)C(=O)c1ccc(-c2cccc(C(F)(F)F)n2)cc1,0.181285996,0.675686709,1.734551819
691,CN(CCOCCOc1ccccc1-c1ccccc1)Cc1ccccc1,0.259009444,2.334294883,3.182121219
692,CN(CCOc1ccccc1)CC(=O)NCCc1ccccc1,-0.138130078,2.426867334,3.73427484
693,CN(CCSc1ccc2nnc(C(F)F)n2n1)Cc1ccccc1,-0.185015201,2.39006211,3.502383279
694,CN(CCSc1ccc2nnnn2n1)Cc1ccccc1,-0.365291517,1.810575247,1.027920136
695,CN(CCc1ccccc1)C(=O)CC#N,-0.17635555,0.675686709,1.027920136
696,CN(CCc1ccccn1)C(=O)Nc1nncs1,0.212286466,0.675686709,1.027920136
697,CN(CCc1ccccn1)c1cnc2ccccc2n1,-0.193864874,1.936086275,2.935338453
698,CN(CCc1ccncc1)c1ncccc1C#N,-0.129238094,1.646403726,2.741716366
699,CN(CCn1cnc(C#N)c1C#N)c1ccccc1,-0.197835711,1.719588141,3.024705633
700,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,1.189141981,1.646717325,2.339971885
701,CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,-0.20429509,1.419294722,3.220411988
702,CN(Cc1ccc(Br)o1)C(=O)CN1CCCC1=O,0.426527598,0.675686709,1.222560409
703,CN(Cc1ccc(C(=O)O)cc1)C(=O)c1ccnn1C,-0.178606365,0.675686709,1.027920136
704,CN(Cc1ccc(CO)cc1)Cc1cc(F)c(F)c(F)c1,-0.372015059,1.732361589,2.569665293
705,CN(Cc1ccc(Cl)cc1)C(=O)c1ccc(-n2ccnc2)nc1,0.033817964,0.675686709,1.66669578
706,CN(Cc1ccc(N)nc1)c1nc(C(F)(F)F)cs1,-0.223514412,0.675686709,2.066150681
707,CN(Cc1ccc(N)nc1)c1nc2cc(F)ccc2o1,1.524990912,0.675686709,1.764101376
708,CN(Cc1ccc(N)nc1)c1ncccn1,-0.207808196,0.675686709,1.357401175
709,CN(Cc1ccc(OC(F)(F)F)cc1)Cc1cn(C)nn1,-0.176718139,1.177276711,2.462612097
710,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,-0.454856064,1.943261973,3.613144912
711,CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,-0.228504787,2.451204429,3.625142096
712,CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,-0.238437991,0.675686709,1.027920136
713,CN(Cc1cccc(C#N)c1)c1cnc2ccccc2n1,-0.354723958,1.876950671,2.678327138
714,CN(Cc1cccc(Cl)c1Cl)Cc1cc(=O)n(C)c(=O)n1C,-0.08136574,2.280539674,3.441501427
715,CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,-0.247169416,0.675686709,3.697944903
716,CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,0.937779221,2.052682402,3.440209084
717,CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1,0.99858606,1.165184952,2.884571081
718,CN(Cc1ccccc1N1CCCC1)C(=O)c1cccc(Cn2ccnc2)c1,1.336132216,2.593406811,3.180541325
719,CN(Cc1ccccn1)c1nc2ccccc2o1,-0.14384076,1.176236,2.557217174
720,CN(Cc1cccnc1)Cc1ccc(C#N)o1,-0.188640098,0.990116766,1.843039577
721,CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,1.488598503,0.675686709,1.027920136
722,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,0.399825638,1.187577119,2.345599152
723,CN(Cc1cnc2ccccc2n1)S(=O)(=O)N1CCCC1,-0.153579411,1.124112792,3.203587918
724,CN(Cc1cnc2ccccc2n1)S(=O)(=O)N1CCCCCC1,-0.207431873,2.361629637,3.760281616
725,CN(Cc1cnn(C)c1)C(=O)c1ccccc1-c1ccccc1C#N,1.285808592,1.806383502,1.027920136
726,CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,-0.01346576,1.294840836,2.703378228
727,CN(Cc1cscn1)c1nc2c(cc1C#N)CCC2,-0.193310653,1.977385181,3.073361239
728,CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,0.005423268,1.597409949,3.057485808
729,CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,0.54295874,1.732417887,3.294209101
730,CN(Cc1nc2c(s1)CCCC2)c1cnccn1,-0.239907537,2.118420158,3.106013674
731,CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,1.045831238,1.679164333,2.97812891
732,CN(Cc1nncn1C)C1CCN(c2ccccc2F)CC1,0.314435217,0.675686709,1.951439522
733,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,0.929418926,0.675686709,1.027920136
734,CN(c1ncc(Br)cn1)C1CC[S+]([O-])CC1,-0.025675361,0.675686709,1.410541048
735,CN(c1ncc(F)cn1)[C@H]1CCCNC1,-0.358805917,0.675686709,1.027920136
736,CN(c1ncnc2c1cnn2CCO)C1CCCCC1,-0.172579322,0.675686709,1.889178401
737,CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21,0.968937645,2.191260934,3.066508924
738,CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,0.742348022,2.900687678,3.323269224
739,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,1.110659648,1.330088946,2.447496029
740,CN1C(=O)[C@H]2CN(CC3=CC[C@H]4C[C@@H]3C4(C)C)C[C@H]2C1=O,-0.114810548,2.31529425,3.379188723
741,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,-0.112926587,1.731274412,2.873374086
742,CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,1.970451844,0.675686709,1.915521189
743,CN1CC(=O)N(CCCC(=O)Nc2cccc(C#Cc3cccs3)c2)C1=O,0.63114069,1.29444418,2.86787684
744,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,-0.064603753,1.179810223,3.329293921
745,CN1CCC(C(=O)N2CCC(c3cc(C(F)(F)F)c4c(n3)CCNC4=O)CC2)CC1,0.713042212,0.675686709,1.040087843
746,CN1CCC(CNC(=O)c2ncoc2-c2ccc(F)cc2)CC1,0.244581439,0.675686709,1.699941736
747,CN1CCC(CNc2nccc3cccnc23)CC1,-0.068373028,0.675686709,3.182323047
748,CN1CCC(Cc2cccc(-c3nccs3)n2)C1,0.066119855,1.633205779,3.306892099
749,CN1CCC(N(Cc2cccnc2)C(=O)NCCCc2ccccc2)CC1,2.116985993,0.797890483,3.058604413
750,CN1CCC(NC(=O)COc2ccc(C#N)cc2)CC1,0.386546103,0.675686709,1.027920136
751,CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,1.452864095,0.69399061,1.027920136
752,CN1CCC(O)(CNC(=O)C2CCCCCC2)CC1,1.049068338,0.675686709,2.661105317
753,CN1CCC(O)(CNS(=O)(=O)CC2CCCCC2)CC1,0.46608173,0.675686709,2.588020584
754,CN1CCC(OC(=O)Nc2ccc(Cl)c(Cl)c2)CC1,-0.400703495,0.932930143,2.320391417
755,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,1.141719792,1.36890023,2.967422537
756,CN1CCCN(C(=O)NCCOc2ccc3c(c2)OCO3)CC1,1.298090245,0.675686709,1.307709923
757,CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,0.046589828,1.347661709,2.319788729
758,CN1CCC[C@H]1C(=O)N[C@@H](CO)Cc1ccccc1,0.443195938,0.854973674,2.498719839
759,CN1CCCn2c1cc(OCc1cc(F)c(Oc3ccc(C(F)(F)F)nc3)c(F)c1)nc2=O,1.07969281,1.291146762,2.100267129
760,CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,1.934414346,0.675686709,1.027920136
761,CN1CCN(C(=O)c2cc(Br)cnc2Cl)c2cnccc21,0.656606993,0.958611658,1.958238877
762,CN1CCN(CCOc2ccccc2N)CC1,-0.26149444,0.904499155,2.115344196
763,CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,-0.193289967,2.53226377,3.300817574
764,CN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,-0.250186338,1.530250939,2.947691967
765,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,1.859838654,2.095078646,2.827400293
766,CN1CCN(S(=O)(=O)c2ccc(C(F)(F)F)nc2)C(C)(C)C1,-0.192567424,1.625353614,2.820328904
767,CN1CCN(c2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)cc2)CC1,0.943247431,2.720869311,2.861773297
768,CN1CCN(c2ccc(NC(=O)c3ccccc3Cl)nc2)CC1,-0.281105523,0.675686709,2.54333533
769,CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,-0.277985961,1.449324093,2.684593146
770,CN1CCN(c2oc(-c3cccc4ccccc34)nc2C#N)CC1,-0.439979347,1.974396541,3.203969854
771,CN1CCNc2nc3ccccc3nc21,-0.173210403,1.869255194,2.156709635
772,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,2.08709309,1.430671559,2.152526835
773,CN1CCc2ccc(C(=O)NCCC(=O)Nc3cccnc3)cc21,1.637796544,0.791409916,1.937758543
774,CN1CCc2nc(C(=O)N[C@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,2.251464495,0.675686709,1.027920136
775,CN1CCc2nc(NC(=O)c3ccc(Cl)s3)sc2C1,-0.231966782,1.301160264,2.678538409
776,CN1CCc2nc(NC(=O)c3cncn3-c3ccccc3)sc2C1,1.306726149,0.707995746,1.803368336
777,CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,0.677908983,1.367765791,2.117619255
778,CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,0.867508889,0.993700695,3.037733185
779,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,0.184537071,2.35761091,2.878798599
780,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,0.121230488,2.447729993,2.992100431
781,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,-0.017278025,2.649622021,2.747637831
782,CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,0.68632098,0.675686709,1.05095946
783,CNC(=O)CC1CCN(c2ncccn2)CC1,-0.084611841,0.675686709,1.027920136
784,CNC(=O)CCc1nc(-c2ccccn2)no1,0.019773726,0.675686709,1.027920136
785,CNC(=O)CN(C)c1cccc(F)c1C#N,-0.131891955,0.675686709,1.181957861
786,CNC(=O)CN1CCCN(C(=O)c2c(C)nn(-c3ccccc3)c2Cl)CC1,1.914378256,0.675686709,1.943123377
787,CNC(=O)Cc1cccc(OCCN2CCCCC2)c1,1.070491415,0.675686709,1.757995427
788,CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,-0.150116795,2.033568496,3.002748188
789,CNC(=O)Cc1nc(-c2cncc(C)c2)cs1,-0.00963411,0.767601068,1.160198326
790,CNC(=O)Cn1ccc2cc(OC)ccc21,-0.177851664,0.675686709,1.999652425
791,CNC(=O)N1CCc2nc3ccc(Cl)cn3c(=O)c2C1,0.789322338,0.675686709,1.027920136
792,CNC(=O)c1cc(C2CCN(C)CC2)ncn1,-0.217981666,0.675686709,1.027920136
793,CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,-0.225310643,1.058995094,2.375840953
794,CNC(=O)c1ccc(N(C)C2CCC2)nn1,-0.232246634,1.394504213,1.605595915
795,CNC(=O)c1ccc(N2CCCC2)nc1,-0.236228965,1.650200637,1.764295715
796,CNC(=O)c1ccc(N2CCCc3cc(OC)ccc3C2)nn1,-0.052542282,1.073168262,2.93425346
797,CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(C(N)=O)cc2)CC1,1.333228789,0.675686709,1.027920136
798,CNC(=O)c1cccc(Cn2nnc(-c3ccccc3Cl)n2)c1,0.96991259,1.216482597,2.889505633
799,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,1.300833724,0.819280647,2.348908172
800,CNC(=O)c1cccc(Oc2ncnc3c2CN(C)CC3)c1,1.283347211,0.675686709,1.027920136
801,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,0.485783711,1.173696047,1.978150832
802,CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,1.31340841,0.675686709,1.37794338
803,CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,-0.28333235,1.535926741,2.335905004
804,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)CCc2ccccc2)CC1,1.52726544,2.313316625,3.164344229
805,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,1.490875382,2.011138895,3.027395685
806,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)C2CCCC2)n1,1.658677005,0.675686709,2.396668271
807,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)C2CN(Cc3ccc(Cl)cc3)C2)n1,1.66984561,0.937517892,1.452920564
808,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)CCc2c[nH]c3ccccc23)n1,1.544932541,1.704502273,2.591536507
809,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COC)n1,0.703676119,0.675686709,1.027920136
810,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COc2ccc(F)cc2)n1,1.669440592,0.675686709,2.388197148
811,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)c2ccccc2-c2ccccc2)n1,1.815801884,1.488790358,2.358298512
812,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)c2oc3ccc(Cl)cc3c2C)n1,2.06814925,1.650773629,2.924283422
813,CNCc1cc(NC)nc(C2CCCN2C(=O)C(C)(C)c2ccc(C)cc2)n1,1.565545224,1.208548842,2.184384762
814,CNCc1cc(NC)nc(C2CCCN2C(=O)COc2ccccc2OC)n1,0.077643742,0.675686709,1.654147652
815,CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,1.493167369,0.675686709,1.392169149
816,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,-0.273671847,2.402383484,2.751363029
817,CNc1nc(-c2cc(OC)cc(OC)c2)ncc1F,-0.389627958,1.568975721,2.07021155
818,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,2.033209193,1.265030198,1.960570659
819,CNc1nc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)ncc1C(F)(F)F,0.117134507,1.02596091,1.784560239
820,CNc1ncc(-c2nc(C3(c4ccccc4)CC3)nn2C(C)(C)C)cn1,-0.002023625,1.788642017,2.943585026
821,CNc1ncc(CN(C)CCN2CCCCC2)cn1,0.053952319,0.823343791,1.757213769
822,CNc1ncnc2c1ncn2[C@H]1CC[C@H](NC(=O)CCCNC(=O)OC(C)(C)C)[C@H](O)[C@H]1O,0.505293073,0.705692697,1.298547435
823,COC(=O)C1=NOC2(CCN(CCC(C)(C)C)CC2)C1,-0.323809424,2.159209144,2.478225852
824,COC(=O)C1=NOC2(CCN(CCCCCF)CC2)C1,-0.334081766,2.299204298,2.853308145
825,COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,0.099820888,2.43432774,2.701906309
826,COC(=O)CCCNC(=O)CN1CCC(C(=O)c2ccc(C)cc2C)CC1,0.517360549,2.809258634,3.280152289
827,COC(=O)N1CC(NCc2c(C)nn(C(C)(C)C)c2C)C1,0.254016455,0.675686709,1.78651008
828,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,0.028796796,1.82087111,3.0852995
829,COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,-0.179893138,2.241150355,3.685872813
830,COC(=O)N[C@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,2.112230821,1.168644777,1.822965298
831,COC(=O)Nc1ccc(Oc2nc3ccccc3o2)cc1,-0.264923712,0.675686709,1.463878065
832,COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1C(C)=O,1.244487404,0.796851749,1.988170861
833,COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,0.175740046,1.740560051,2.771466214
834,COC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)Cc2cccs2)c1C,0.167772727,1.733526273,2.68463624
835,COC(=O)c1cc(F)c(C)c(NC(=O)CCCc2ccccn2)c1,-0.105086921,2.900555555,3.224233848
836,COC(=O)c1ccc(NC(=O)N(C)Cc2ccccc2CN2CCCC2)cc1,0.894896297,1.25947442,2.442799493
837,COC(=O)c1cccc2c1CCCN2C(=O)c1ccc(F)cc1F,-0.149727787,3.060029646,3.301822511
838,COC(=O)c1cccc2c1CCCN2C(=O)c1ccccc1,-0.324209995,2.892047273,3.310941925
839,COC(C)(C)C(=O)Nc1ccnc(C(C)(C)C)n1,-0.222284545,1.036229544,2.023737939
840,COC(C)(C)CCNC(=O)CC1CC(C)(C)NC(C)(C)C1,1.110478937,0.675686709,1.613471827
841,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,1.583412111,0.675686709,1.027920136
842,COC1(c2nc(Cc3ccccc3)no2)CCN(Cc2cnc(C)o2)CC1,0.047534209,1.256332818,2.454536935
843,COC1(c2nc(Cc3ccccc3)no2)CCN(Cc2ncccc2Cl)CC1,-0.11911846,2.088671093,3.2507417
844,COC1CCN(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,-0.322058297,1.777847138,2.19830236
845,COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,1.519214154,2.172170757,2.757490166
846,COCC(=O)N1CC[C@H](c2nnc(-c3ccc(C)cc3)o2)C1,0.133088451,0.675686709,1.027920136
