,smiles,LOG_HLM_CLint,LOG_RLM_CLint
770,CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,0.92556991,2.079155911
771,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,0.675686709,1.027920136
772,CN(C)C1CN(c2nc(-c3cnccn3)nc3sc4c(c23)CCCC4)C1,1.966118257,3.434142543
773,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,1.094051656,1.750824551
774,CN(C)CC(C)(C)CNc1cn[nH]c(=O)c1Br,0.931254406,1.642889703
775,CN(C)CCN(Cc1ccccc1)C(=O)CCC(=O)Nc1ncc(-c2ccccc2)n1C,1.964019075,2.445604203
776,CN(C)CCN(Cc1ccccc1)Cc1ccccc1O,2.518487618,3.140291785
777,CN(C)CCNc1c2c(c(C#N)c3nc4ccccc4n13)CCCC2,1.380102655,2.43117392
778,CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,1.298743943,2.839462963
779,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,1.105237601,2.232536175
780,CN(C)CCSc1nnnn1-c1ccc(Br)cc1,1.456214155,3.239850821
781,CN(C)Cc1ccc(-c2ccccc2C(=O)O)cc1,0.675686709,1.027920136
782,CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.881681314,2.180696337
783,CN(C)Cc1ccnc(NC(=O)c2ccsc2)c1,0.82445127,2.598863795
784,CN(C)Cc1csc(-c2nccn2-c2ccc3c(c2)n(C)c(=O)n3C)c1,0.675686709,1.582188404
785,CN(C)S(=O)(=O)CCCN1CCC(CCC(N)=O)CC1,0.675686709,1.027920136
786,CN(C)S(=O)(=O)CCCN1CCc2ccccc2CC1,1.20054956,2.855173763
787,CN(C)S(=O)(=O)Nc1ccc(-n2ncc3ccccc32)cc1,1.332761536,2.981805021
788,CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,0.739493231,1.487166667
789,CN(C)[C@@H]1CN(C(=O)COc2ccccc2)C[C@H]1O,0.675686709,1.245315216
790,CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O,0.675686709,2.081919508
791,CN(C)c1cc(CNC(=O)C2CCOCC2)ccn1,0.675686709,1.027920136
792,CN(C)c1cc(CNc2ccc(C#N)cn2)ccn1,1.018034403,1.975257136
793,CN(C)c1ccc(-c2ccc(C(=O)NCCN3CCCC3=O)cc2)nn1,0.675686709,1.875206004
794,CN(C)c1ccc(-c2ccc(COCc3cccs3)cc2)nn1,1.883553558,2.613046473
795,CN(C)c1ccc(C(=O)N2CCN3C(=O)N(Cc4ccccc4)C(=O)[C@H]3C2)cc1,1.477237051,2.589451384
796,CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,0.960470778,2.565557405
797,CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,1.372838388,2.872877942
798,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,1.503041253,2.184980864
799,CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,2.6977575,3.559495825
800,CN(C)c1cccc(C2CCN(c3ncccn3)CC2)n1,1.975017998,3.351413426
801,CN(C)c1cccc(Cn2ccnc2-c2ccc(O)cc2)c1,1.890180609,3.015474183
802,CN(C)c1ccnc(C(=O)Nc2ccnn2-c2ccc(C#N)cc2)c1,1.876240941,2.649213122
803,CN(C)c1ccnc(NC(=O)c2cnsn2)c1,2.211774429,2.446835293
804,CN(C)c1ccnc(NCc2ccc(F)cc2)n1,1.73254654,3.251684932
805,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,0.933942603,1.958769276
806,CN(C)c1ccncc1CN1CCN(c2ccc(C(N)=O)cc2)CC1,0.675686709,1.027920136
807,CN(C)c1cncc(-c2ccc(C(=O)NC(C)(C)C)cc2)n1,1.272213037,2.683949828
808,CN(C)c1cncc(-c2ccc(S(=O)(=O)N(C)C)cc2)n1,1.907368359,3.385993749
809,CN(C)c1cnn(CCC(C#N)(c2ccccc2)c2ccccc2)c(=O)c1,2.092874971,3.101228979
810,CN(C)c1nc(CN2CCOCC2)nc2scc(-c3cccs3)c12,2.216862327,3.253160083
811,CN(C)c1nc(N)nc(Sc2ccccc2)n1,2.03213908,2.807417983
812,CN(C)c1ncc(CN2CCC(Cc3ccc(F)cc3)CC2)s1,1.634698895,3.409779319
813,CN(C)c1nccc(N2CCN(CCCCCF)CC2)n1,1.510477984,3.159829375
814,CN(C)c1ncn(-c2cccc(N)c2)n1,1.185797047,1.404611383
815,CN(C)c1ncncc1NC(=O)c1ccc(C(F)(F)F)nc1,0.675686709,1.027920136
816,CN(C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCCCNC(=O)CCCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,2.104937561,1.940924689
817,CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,0.675686709,2.508392339
818,CN(CC(=O)N(C)C)Cc1cc(C#N)ccc1F,0.675686709,1.58043455
819,CN(CC(=O)NC1(C#N)CCCC1)c1ccccc1,1.307196421,2.697531848
820,CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.933284772,2.845618261
821,CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,1.336679827,2.665527522
822,CN(CC(=O)Nc1cc(F)cc(F)c1)c1ccnc(C(N)=O)c1,0.675686709,1.629715333
823,CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,1.422031431,2.117890801
824,CN(CC(=O)Nc1cccc(S(=O)(=O)N2CCCC2)c1)C1CCCCC1,2.778966957,3.474071815
825,CN(CC(=O)Nc1ccncc1)C1CCCC1,0.675686709,2.594630077
826,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,1.016991578,2.511115652
827,CN(CC1(CO)CCC1)C(=O)CCN1CCCCC1=O,0.675686709,1.662889988
828,CN(CC1(CO)CCCC1)C(=O)CCN1CCCCC1=O,0.675686709,2.051198845
829,CN(CC1(O)CCCC1)c1ncccn1,0.675686709,2.120001074
830,CN(CC1CCC1)C(=O)C1CCN(c2ccc3nncn3n2)CC1,0.887561041,2.099169406
831,CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,1.652110905,2.73292906
832,CN(CCC#N)Cc1cc(C#N)ccc1F,0.675686709,1.027920136
833,CN(CCC1CCCCC1)C(=O)c1ccon1,1.606424362,2.987719878
834,CN(CCCC1CCCC1)Cc1cc(=O)[nH]c(=O)[nH]1,0.878808932,2.217210121
835,CN(CCN(C)C1CCCC1)C(=O)c1ccc(-c2nc[nH]n2)cc1,0.675686709,1.293030906
836,CN(CCN1CCCCC1)c1cncc(C(N)=O)n1,0.675686709,1.978723616
837,CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,1.121494186,2.031275125
838,CN(CCNC(=O)NC1CCOCC1)C1CCCC1,0.675686709,2.26421553
839,CN(CCO)C(=O)c1ccc(-c2cccc(C(F)(F)F)n2)cc1,0.675686709,1.734551819
840,CN(CCOCCOc1ccccc1-c1ccccc1)Cc1ccccc1,2.334294883,3.182121219
841,CN(CCOc1ccccc1)CC(=O)NCCc1ccccc1,2.426867334,3.73427484
842,CN(CCSc1ccc2nnc(C(F)F)n2n1)Cc1ccccc1,2.39006211,3.502383279
843,CN(CCSc1ccc2nnnn2n1)Cc1ccccc1,1.810575247,1.027920136
844,CN(CCc1ccccc1)C(=O)CC#N,0.675686709,1.027920136
845,CN(CCc1ccccn1)C(=O)Nc1nncs1,0.675686709,1.027920136
846,CN(CCc1ccccn1)c1cnc2ccccc2n1,1.936086275,2.935338453
847,CN(CCc1ccncc1)c1ncccc1C#N,1.646403726,2.741716366
848,CN(CCn1cnc(C#N)c1C#N)c1ccccc1,1.719588141,3.024705633
849,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,1.646717325,2.339971885
850,CN(Cc1c(F)cccc1Cl)C(=O)C1(C#N)CCCC1,2.045835222,3.098164526
851,CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,1.419294722,3.220411988
852,CN(Cc1ccc(-c2ccc(Br)cc2)o1)C(=O)c1cnn(C)c1,1.02094106,2.128295853
853,CN(Cc1ccc(Br)o1)C(=O)CN1CCCC1=O,0.675686709,1.222560409
854,CN(Cc1ccc(C(=O)O)cc1)C(=O)c1ccnn1C,0.675686709,1.027920136
855,CN(Cc1ccc(CO)cc1)Cc1cc(F)c(F)c(F)c1,1.732361589,2.569665293
856,CN(Cc1ccc(Cl)cc1)C(=O)c1ccc(-n2ccnc2)nc1,0.675686709,1.66669578
857,CN(Cc1ccc(N)nc1)c1nc(C(F)(F)F)cs1,0.675686709,2.066150681
858,CN(Cc1ccc(N)nc1)c1nc2cc(F)ccc2o1,0.675686709,1.764101376
859,CN(Cc1ccc(N)nc1)c1ncccn1,0.675686709,1.357401175
860,CN(Cc1ccc(OC(F)(F)F)cc1)Cc1cn(C)nn1,1.177276711,2.462612097
861,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,1.943261973,3.613144912
862,CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,2.451204429,3.625142096
863,CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,0.675686709,1.027920136
864,CN(Cc1cccc(C#N)c1)c1cnc2ccccc2n1,1.876950671,2.678327138
865,CN(Cc1cccc(Cl)c1Cl)Cc1cc(=O)n(C)c(=O)n1C,2.280539674,3.441501427
866,CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,0.675686709,3.697944903
867,CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,2.052682402,3.440209084
868,CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1,1.165184952,2.884571081
869,CN(Cc1ccccc1N1CCCC1)C(=O)c1cccc(Cn2ccnc2)c1,2.593406811,3.180541325
870,CN(Cc1ccccn1)c1nc2ccccc2o1,1.176236,2.557217174
871,CN(Cc1cccnc1)Cc1ccc(C#N)o1,0.990116766,1.843039577
872,CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,0.675686709,1.027920136
873,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,1.187577119,2.345599152
874,CN(Cc1cnc2ccccc2n1)S(=O)(=O)N1CCCC1,1.124112792,3.203587918
875,CN(Cc1cnc2ccccc2n1)S(=O)(=O)N1CCCCCC1,2.361629637,3.760281616
876,CN(Cc1cnccn1)Cc1nc(N)c2ccccc2n1,1.1766121,2.661308081
877,CN(Cc1cnn(C)c1)C(=O)c1ccccc1-c1ccccc1C#N,1.806383502,1.027920136
878,CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,1.294840836,2.703378228
879,CN(Cc1cscn1)c1nc2c(cc1C#N)CCC2,1.977385181,3.073361239
880,CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,1.597409949,3.057485808
881,CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,1.732417887,3.294209101
882,CN(Cc1nc2c(s1)CCCC2)c1cnccn1,2.118420158,3.106013674
883,CN(Cc1nc2ccccc2n1C)c1ccnc(-c2ccccc2)n1,2.021040373,3.24054226
884,CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,1.679164333,2.97812891
885,CN(Cc1nncn1C)C1CCN(c2ccccc2F)CC1,0.675686709,1.951439522
886,CN(NC(=O)c1ccn(-c2ccccc2)n1)c1ccccc1,1.915637234,3.279867166
887,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,0.675686709,1.027920136
888,CN(c1ccccc1N)S(C)(=O)=O,1.008088936,1.381494133
889,CN(c1nc2ccccc2o1)C1CCN(C2CCOCC2)CC1,2.641865592,2.067584114
890,CN(c1ncc(Br)cn1)C1CC[S+]([O-])CC1,0.675686709,1.410541048
891,CN(c1ncc(F)cn1)[C@H]1CCCNC1,0.675686709,1.027920136
892,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,1.507410559,1.975441
893,CN(c1ncnc2c1cnn2CCO)C1CCCCC1,0.675686709,1.889178401
894,CN1C(=O)CCc2cc(NC(=O)C(C)(C)c3ccccc3F)ccc21,1.466897264,2.558641382
895,CN1C(=O)COc2cc(NC(=O)C3CC=CC3)ccc21,0.675686709,1.967079734
896,CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21,2.191260934,3.066508924
897,CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,2.900687678,3.323269224
898,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,1.330088946,2.447496029
899,CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O,0.933639113,1.887257114
900,CN1C(=O)[C@@H](NC(=O)c2nnc(Cc3ccccc3)[nH]2)COc2ccccc21,0.675686709,2.015812259
901,CN1C(=O)[C@H]2CN(CC3=CC[C@H]4C[C@@H]3C4(C)C)C[C@H]2C1=O,2.31529425,3.379188723
902,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,1.731274412,2.873374086
903,CN1C(=O)c2ccc(C(=O)N(CC3CCCCC3)C3CC3)cc2C1=O,2.089809768,3.414878461
904,CN1C(=O)c2ccc(C(=O)N3CCN(C4CCCCC4)CC3)cc2C1=O,1.266607954,2.137537666
905,CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,0.675686709,1.915521189
906,CN1CC(=O)N(CCCC(=O)Nc2cccc(C#Cc3cccs3)c2)C1=O,1.29444418,2.86787684
907,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,1.179810223,3.329293921
908,CN1CCC(C(=O)N2CCC(c3cc(C(F)(F)F)c4c(n3)CCNC4=O)CC2)CC1,0.675686709,1.040087843
909,CN1CCC(CNC(=O)c2ncoc2-c2ccc(F)cc2)CC1,0.675686709,1.699941736
910,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,1.958442761,2.561770861
911,CN1CCC(CNc2nccc3cccnc23)CC1,0.675686709,3.182323047
912,CN1CCC(Cc2cccc(-c3nccs3)n2)C1,1.633205779,3.306892099
913,CN1CCC(N(Cc2cccnc2)C(=O)NCCCc2ccccc2)CC1,0.797890483,3.058604413
914,CN1CCC(NC(=O)COc2ccc(C#N)cc2)CC1,0.675686709,1.027920136
915,CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,0.69399061,1.027920136
916,CN1CCC(O)(CNC(=O)C2CCCCCC2)CC1,0.675686709,2.661105317
917,CN1CCC(O)(CNS(=O)(=O)CC2CCCCC2)CC1,0.675686709,2.588020584
918,CN1CCC(OC(=O)Nc2ccc(Cl)c(Cl)c2)CC1,0.932930143,2.320391417
919,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,1.36890023,2.967422537
920,CN1CCCN(C(=O)NCCOc2ccc3c(c2)OCO3)CC1,0.675686709,1.307709923
921,CN1CCCN(C(=O)Nc2cccc(OCC(F)F)n2)CC1,0.675686709,2.280705818
922,CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,1.347661709,2.319788729
923,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,1.395134107,3.038249682
924,CN1CCC[C@H]1C(=O)N[C@@H](CO)Cc1ccccc1,0.854973674,2.498719839
925,CN1CCCn2c1cc(OCc1cc(F)c(Oc3ccc(C(F)(F)F)nc3)c(F)c1)nc2=O,1.291146762,2.100267129
926,CN1CCN(C(=O)C2(NC(=O)c3cc(Cl)c4c(c3)OCO4)CCCC2)CC1,0.675686709,1.576249182
927,CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,0.675686709,1.027920136
928,CN1CCN(C(=O)c2cc(Br)cnc2Cl)c2cnccc21,0.958611658,1.958238877
929,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,1.912965621,2.376649942
930,CN1CCN(CCOc2ccccc2N)CC1,0.904499155,2.115344196
931,CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,2.53226377,3.300817574
932,CN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,1.530250939,2.947691967
933,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,2.095078646,2.827400293
934,CN1CCN(S(=O)(=O)c2ccc(C(F)(F)F)nc2)C(C)(C)C1,1.625353614,2.820328904
935,CN1CCN(c2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)cc2)CC1,2.720869311,2.861773297
936,CN1CCN(c2ccc(NC(=O)c3ccccc3Cl)nc2)CC1,0.675686709,2.54333533
937,CN1CCN(c2ccc3nc(-c4cc(C(C)(C)C)c(OCCCC(=O)NCCCN=[N+]=[N-])c(C(C)(C)C)c4)[nH]c3c2)CC1,2.248341157,2.326528383
938,CN1CCN(c2cccc(C#N)n2)CC1,0.675686709,2.790511755
939,CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,1.449324093,2.684593146
940,CN1CCN(c2oc(-c3cccc4ccccc34)nc2C#N)CC1,1.974396541,3.203969854
941,CN1CCNc2nc3ccccc3nc21,1.869255194,2.156709635
942,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,1.430671559,2.152526835
943,CN1CCc2ccc(C(=O)NCCC(=O)Nc3cccnc3)cc21,0.791409916,1.937758543
944,CN1CCc2nc(C(=O)N[C@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,0.675686709,1.027920136
945,CN1CCc2nc(NC(=O)c3ccc(Cl)s3)sc2C1,1.301160264,2.678538409
946,CN1CCc2nc(NC(=O)c3cncn3-c3ccccc3)sc2C1,0.707995746,1.803368336
947,CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,1.367765791,2.117619255
948,CN1N=C(SCc2ccc(Cl)cc2Cl)Sc2c1cnn(C)c2=O,2.13664448,3.276576911
949,CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,0.993700695,3.037733185
950,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,2.35761091,2.878798599
951,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,2.447729993,2.992100431
952,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,2.649622021,2.747637831
953,CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,2.398082434,2.949896713
954,CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,0.675686709,1.05095946
955,CNC(=O)CC1CCN(c2ncccn2)CC1,0.675686709,1.027920136
956,CNC(=O)CCc1nc(-c2ccccn2)no1,0.675686709,1.027920136
957,CNC(=O)CN(C)c1cccc(F)c1C#N,0.675686709,1.181957861
958,CNC(=O)CN1CCCN(C(=O)c2c(C)nn(-c3ccccc3)c2Cl)CC1,0.675686709,1.943123377
959,CNC(=O)Cc1cccc(OCCN2CCCCC2)c1,0.675686709,1.757995427
960,CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,2.033568496,3.002748188
961,CNC(=O)Cc1nc(-c2cncc(C)c2)cs1,0.767601068,1.160198326
962,CNC(=O)Cc1noc(-c2ccc3ncccc3c2)n1,0.675686709,1.337539124
963,CNC(=O)Cn1ccc2cc(OC)ccc21,0.675686709,1.999652425
964,CNC(=O)N1CCc2nc3ccc(Cl)cn3c(=O)c2C1,0.675686709,1.027920136
965,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,2.289894278,3.566639684
966,CNC(=O)c1cc(C2CCN(C)CC2)ncn1,0.675686709,1.027920136
967,CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,1.058995094,2.375840953
968,CNC(=O)c1ccc(N(C)C2CCC2)nn1,1.394504213,1.605595915
969,CNC(=O)c1ccc(N2CCCC2)nc1,1.650200637,1.764295715
970,CNC(=O)c1ccc(N2CCCc3cc(OC)ccc3C2)nn1,1.073168262,2.93425346
971,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,1.448226941,2.148278664
972,CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(C(N)=O)cc2)CC1,0.675686709,1.027920136
973,CNC(=O)c1cccc(Cn2nnc(-c3ccccc3Cl)n2)c1,1.216482597,2.889505633
974,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,0.819280647,2.348908172
975,CNC(=O)c1cccc(Oc2ncnc3c2CN(C)CC3)c1,0.675686709,1.027920136
976,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1.173696047,1.978150832
977,CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,0.675686709,1.37794338
978,CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,1.535926741,2.335905004
979,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)CCc2ccccc2)CC1,2.313316625,3.164344229
980,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,2.011138895,3.027395685
981,CNCCN1CCC(OCc2ccccc2)CC1,1.667537002,2.154019011
982,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)C2CCCC2)n1,0.675686709,2.396668271
983,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)C2CN(Cc3ccc(Cl)cc3)C2)n1,0.937517892,1.452920564
984,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)CCc2c[nH]c3ccccc23)n1,1.704502273,2.591536507
985,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COC)n1,0.675686709,1.027920136
986,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COc2ccc(F)cc2)n1,0.675686709,2.388197148
987,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)c2ccccc2-c2ccccc2)n1,1.488790358,2.358298512
988,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)c2oc3ccc(Cl)cc3c2C)n1,1.650773629,2.924283422
989,CNCc1cc(NC)nc(C2CCCN2C(=O)C(C)(C)c2ccc(C)cc2)n1,1.208548842,2.184384762
990,CNCc1cc(NC)nc(C2CCCN2C(=O)COc2ccccc2OC)n1,0.675686709,1.654147652
991,CNc1cc(C)nc(-c2ccnc3c2ccn3C)n1,1.932843975,1.914776706
992,CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nn2c(C(=O)N[C@@H]3C[C@@H]3F)cnc12,0.675686709,1.392169149
993,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,2.402383484,2.751363029
994,CNc1nc(-c2cc(OC)cc(OC)c2)ncc1F,1.568975721,2.07021155
995,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,1.265030198,1.960570659
996,CNc1nc(C2CCNCC2)nc2c1CN(C)CC2,0.978134847,1.464370301
997,CNc1nc(N2CCCCC2)nc(N2CCCCC2)n1,1.738312727,2.903508879
998,CNc1nc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)ncc1C(F)(F)F,1.02596091,1.784560239
999,CNc1ncc(-c2nc(C3(c4ccccc4)CC3)nn2C(C)(C)C)cn1,1.788642017,2.943585026
1000,CNc1ncc(CN(C)CCN2CCCCC2)cn1,0.823343791,1.757213769
1001,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,0.675686709,2.229894203
1002,CNc1ncnc2c1ncn2[C@H]1CC[C@H](NC(=O)CCCNC(=O)OC(C)(C)C)[C@H](O)[C@H]1O,0.705692697,1.298547435
1003,COC(=O)C1=NOC2(CCN(CCC(C)(C)C)CC2)C1,2.159209144,2.478225852
1004,COC(=O)C1=NOC2(CCN(CCCCCF)CC2)C1,2.299204298,2.853308145
1005,COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,2.43432774,2.701906309
1006,COC(=O)CCCNC(=O)CN1CCC(C(=O)c2ccc(C)cc2C)CC1,2.809258634,3.280152289
1007,COC(=O)N1CC(NCc2c(C)nn(C(C)(C)C)c2C)C1,0.675686709,1.78651008
1008,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,1.82087111,3.0852995
1009,COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.241150355,3.685872813
1010,COC(=O)N[C@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,1.168644777,1.822965298
1011,COC(=O)Nc1ccc(Oc2nc3ccccc3o2)cc1,0.675686709,1.463878065
1012,COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1C(C)=O,0.796851749,1.988170861
1013,COC(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,1.970769805,2.508843375
1014,COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,1.740560051,2.771466214
1015,COC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)Cc2cccs2)c1C,1.733526273,2.68463624
1016,COC(=O)c1cc(F)c(C)c(NC(=O)CCCc2ccccn2)c1,2.900555555,3.224233848
1017,COC(=O)c1ccc(NC(=O)N(C)Cc2ccccc2CN2CCCC2)cc1,1.25947442,2.442799493
1018,COC(=O)c1cccc2c1CCCN2C(=O)c1ccc(F)cc1F,3.060029646,3.301822511
1019,COC(=O)c1cccc2c1CCCN2C(=O)c1ccccc1,2.892047273,3.310941925
1020,COC(C)(C)C(=O)Nc1ccnc(C(C)(C)C)n1,1.036229544,2.023737939
1021,COC(C)(C)CCNC(=O)CC1CC(C)(C)NC(C)(C)C1,0.675686709,1.613471827
1022,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0.675686709,1.027920136
1023,COC1(c2nc(Cc3ccccc3)no2)CCN(Cc2cnc(C)o2)CC1,1.256332818,2.454536935
1024,COC1(c2nc(Cc3ccccc3)no2)CCN(Cc2ncccc2Cl)CC1,2.088671093,3.2507417
