smiles,LOG_RLM_CLint
c1cc(-c2nnc(NCc3cncs3)o2)ccn1,1.96109347
Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,3.077711934
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,2.761852694
Cc1ncc(CCN2C(=O)NC3(CCCC3)C2=O)s1,1.803218051
Cc1ncsc1CCN1C(=O)NC2(CCCC2)C1=O,2.235679919
Cc1nc2ncc3c(n2n1)CC(C)(C)CC3=O,1.027920136
Cc1nc2ncc3c(n2n1)CCCC3=O,1.027920136
Cc1nc2c(cnn2C(C)C)c(C)c1CCC(=O)O,1.027920136
Cc1nn(C)c2nc(C(C)C)cc(C(=O)O)c12,1.027920136
Cc1nc(C)c(CNc2ncnn2C)s1,1.352143912
Cc1nc(NCc2scnc2C)n(C)n1,1.027920136
Cc1cccnc1CNc1ccc(C#N)cc1F,2.207171016
Oc1ccccc1NCc1ccccn1,2.778411749
Cc1ccccc1C(=O)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,2.967809036
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,3.094085578
Cc1cccc2ncn(CCc3ncc[nH]3)c(=O)c12,3.350864511
O=c1c2c(C(F)(F)F)cccc2ncn1CCc1ncc[nH]1,2.409195718
Cc1cccc(OCCn2c(N)nc3ccccc32)c1,3.341612954
Cc1ccccc1OCCn1c(N)nc2ccccc21,3.245500083
Cc1cccc(OCCCNc2cc(Cn3c(C)nc4ccccc43)nc(N)n2)c1,3.311419856
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,3.327467852
Cc1cccc(NCCc2cn3c(n2)CCCC3)n1,2.987222361
N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,3.387243316
Cc1cccc(NC(=O)CN(C)Cc2nc3ccc(Cl)cc3c(=O)[nH]2)c1C,3.102586334
Cc1cccc(NC(=O)CN(C)Cc2nc3ccccc3c(=O)[nH]2)c1C,2.756593513
Cc1ccc2oc([C@H]3CCN(Cc4ccc(C#N)cc4)C3)nc2c1,2.544928336
O=C(O)c1ccc(CN2CC[C@H](c3nc4cc(Cl)ccc4o3)C2)cc1,1.249736305
Cc1ccc(S(=O)(=O)N2CCCc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc32)cc1,3.35375207
Cc1ccc(S(=O)(=O)N2CCCc3ccc(NS(=O)(=O)c4ccc(F)cc4C)cc32)cc1,3.38298213
Cc1ccc(OCc2nc3cc(N)ccc3[nH]2)cc1,1.691108027
Clc1ccc2[nH]c(COc3ccccc3)nc2c1,2.528736778
Cc1ccc(OCC(=O)Nc2ccncc2)c(C)c1,2.705552413
Cc1cnccc1NC(=O)COc1ccccc1C#N,2.480025637
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,2.014104526
Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,2.192308137
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C(F)(F)F)ccc43)CC2)cc1,2.224209228
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,3.179797018
Cc1ccc(C(=O)Nc2cccc(C(=O)N(C)C)c2)cn1,1.027920136
Cc1ccc(C(=O)Nc2ccccc2C(C)(C)C)cn1,1.482702118
Cc1ccc(C(=O)N(C)Cc2ccccn2)c(O)c1,2.680768685
O=C(NCc1ccccn1)c1ccc(F)cc1Cl,1.027920136
Cc1ccc(C#N)c(NC(=O)CCc2ccccc2)n1,2.379923426
Cc1cccnc1NC(=O)CCc1ccc(F)cc1,2.882886394
Cc1ccc(=O)n(CCOc2cc(F)cc(Br)c2)n1,2.954910808
Cc1ccc(=O)n(CCOc2ccc(Cl)c(F)c2)n1,2.799987373
Cc1ccc(-n2cc[nH]c(=O)c2=O)cc1,1.027920136
Cc1ccccc1-n1cc[nH]c(=O)c1=O,1.027920136
Cc1ccc(-n2c(S)nnc2-c2ccc(O)cc2)c(C)c1,2.111060782
Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,2.214541855
Cc1ccc(-c2ccc(=O)n(Cc3ccncc3)n2)cc1,3.380312565
O=c1ccc(-c2ccc(F)cc2)nn1Cc1ccncc1,1.751710104
Cc1cc2c(s1)c1cnn(Cc3ccccc3F)c(=O)c1n2C,3.423961951
Cn1c2cc([S+](C)[O-])sc2c2cnn(Cc3cccc(N)c3)c(=O)c21,1.695507944
Cc1cc2c(=O)n3c(nc2s1)CCNCC3,1.829020585
Cc1csc2nc3n(c(=O)c12)CCNCC3,2.357198971
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3)C2)n1,2.821966583
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,2.705097036
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,1.442448411
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,1.573811169
Cc1cc(C)nc(SCC(=O)N2c3ccccc3C(C)(c3ccc(Cl)cc3)CC2(C)C)n1,3.324075423
Cc1cc(C)nc(SCC(=O)N2c3ccccc3C(C)(c3ccccc3)CC2(C)C)n1,3.495298993
Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,1.192316505
O=C(Cc1cccc(I)c1)N1CC(CO)C1,1.027920136
Cc1cc(C(=O)N2CCC(C(=O)c3ccnn3C)CC2)sc1C,2.981010403
Cn1nccc1C(=O)C1CCN(C(=O)c2cccs2)CC1,1.988902155
Cc1c(F)cccc1NC(=O)CN1[C@H](Cc2ccccc2)C[C@]2(C)NC(=O)CCC[C@H]12,3.037958084
Cc1ccc(NC(=O)CN2[C@H](Cc3ccccc3)C[C@]3(C)NC(=O)CCC[C@H]23)cc1F,3.521284437
CS(=O)(=O)Nc1ccccc1-c1ccncc1,2.000230115
Cc1ccc(-c2ccnc(O)c2C#N)cc1,1.275909969
COc1nc2c(cc1CNC(=O)N1CCC[C@@H]1CO)C(=O)N(C1CCCC1)C2,1.839320894
COc1nc2c(cc1CNC(=O)N1CC[C@@H](O)C1)C(=O)N(C1CCCC1)C2,1.027920136
COc1nc(C)nc(N(C)Cc2nccs2)c1C,2.706250814
Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,2.737356467
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,3.02141714
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,3.001873841
COc1cccc(F)c1NC(=O)N1CCC(N2CC=CC2)CC1,2.560247466
Cc1cccc(NC(=O)N2CCC(N3CC=CC3)CC2)c1Cl,3.018893476
COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,3.345169574
Cn1c(-c2ccccc2)cnc1NCc1ccccc1,3.526665909
COc1cccc(CN2CCc3nc(-c4cnc(C)cn4)nc(O)c3C2)c1,1.582256592
COc1cccc(CN2CCc3nc(-c4cnccn4)nc(O)c3C2)c1,1.424407899
COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1,2.799777382
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,3.134704191
COc1cccc(C(=O)NCC(=O)Nc2cccc3c2CCCC3)c1,2.783220886
O=C(CNC(=O)c1ccccc1Cl)Nc1cccc2c1CCCC2,3.26519625
COc1ccc(OC)c(Cn2cnc3cn(C)nc3c2=O)c1,1.7059321
COc1cccc([C@@H](C)n2cnc3cn(C)nc3c2=O)c1,1.827265857
COc1ccc(OC)c(C(=O)/C=C/c2ccccc2)c1,3.293024491
COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F,3.138438493
COc1ccc(Nc2ncnc3sccc23)c(OC)c1,2.781696508
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,1.719090867
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,2.746921299
Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,3.188084374
COc1ccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1F,2.573176894
COc1ccc(F)cc1CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,3.172893239
COc1ccc(CC(=O)Nc2ccc(F)nc2)cc1,1.883434294
Cc1ccncc1NC(=O)Cc1ccc(F)cc1,1.309012349
COc1ccc(C)cc1S(=O)(=O)NCCC(=O)Nc1ccccc1C,3.333076707
COc1ccc(OC)c(S(=O)(=O)NCCC(=O)Nc2ccccc2C)c1,2.789264041
COc1ccc(C(=O)N(C)Cc2nccn2C)c(F)c1,1.730426945
COc1cccc(C)c1C(=O)N(C)Cc1ncc[nH]1,2.628094532
COc1ccc(Br)c(-c2nnc(N)o2)c1,1.772439068
Cc1nnc(-c2cccc(C(=O)O)c2)o1,1.027920136
COc1ccc(-c2cc(C(C)(C)C)nc(-c3ncccn3)n2)cc1,1.877739821
COc1ccccc1-c1cc(C(C)(C)C)nc(-c2ncccn2)n1,2.228346454
COc1cc2cc(N)c(C3CCN(C(=O)C(C)(C)C)CC3)nc2cc1OC,1.63856912
COc1cc2cc(N)c(C3CCNCC3)nc2cc1OC,1.027920136
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(S(=O)(=O)c3ccc(F)cc3)C1)CC2,3.085767077
O=C(C1CCCN(S(=O)(=O)c2ccccc2)C1)N1CCc2ccccc2C1,3.500597596
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,1.312748421
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,2.008417048
COc1cc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)c(Cl)cc1Cl,2.646507631
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,2.759158477
COc1cc(C#N)ccc1Cn1ccnc1C(C)C,2.219733806
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,1.027920136
COc1cc(-c2ccc(Cn3nc(C)cc3C)cn2)cc(OC)c1OC,2.537741041
COc1ccc(-c2ccc(Cn3nc(C)cc3C)cn2)cc1,2.406013599
COCc1ncc(CN2CCC(Oc3cccc(C)c3)CC2)cn1,2.116352006
COCc1ncc(CN2CCC(Oc3ccccc3C)CC2)cn1,2.255308695
COCc1nc(C2CCN(CCO)CC2)no1,1.859606578
Cc1nc(C2CCN(CC(N)=O)CC2)no1,1.027920136
COCCNc1c(C)c(C)nc2cc(-c3nccn3C)nn12,1.901093077
Cc1nc2cc(-c3nccn3C)nn2c(NCCCN(C)C)c1C,2.778638834
COC(=O)c1cccc2c1CCCN2C(=O)c1ccc(F)cc1F,3.301822511
COC(=O)c1cccc2c1CCCN2C(=O)c1ccccc1,3.310941925
COC(=O)C1=NOC2(CCN(CCC(C)(C)C)CC2)C1,2.478225852
COC(=O)C1=NOC2(CCN(CCCCCF)CC2)C1,2.853308145
CNc1nc(-c2cc(OC)cc(OC)c2)ncc1F,2.07021155
Cc1nc(-c2ccccc2)nc(O)c1C,1.735087664
CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COc2ccc(F)cc2)n1,2.388197148
CNCc1cc(NC)nc(C2CCCN2C(=O)COc2ccccc2OC)n1,1.654147652
CNC(=O)c1cccc(Cn2nnc(-c3ccccc3Cl)n2)c1,2.889505633
N#Cc1ccccc1Cn1nnc(-c2ccccc2)n1,2.324819331
CN1CCN(c2cccc(C#N)n2)CC1,2.790511755
N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,2.255197704
CN(Cc1ccc(C(=O)O)cc1)C(=O)c1ccnn1C,1.027920136
Cc1cc(C(=O)N(C)Cc2ccccc2C)[nH]n1,2.37792519
CN(CC1(O)CCCC1)c1ncccn1,2.120001074
Cc1cnc(NCC2(CO)CCCC2)nc1N(C)C,3.020552695
CN(C)c1nccc(N2CCN(CCCCCF)CC2)n1,3.159829375
Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,2.094792451
CN(C)c1cncc(-c2ccc(C(=O)NC(C)(C)C)cc2)n1,2.683949828
CN(C)c1cncc(-c2ccc(S(=O)(=O)N(C)C)cc2)n1,3.385993749
CN(C)c1ccc(C(=O)N2CCN3C(=O)N(Cc4ccccc4)C(=O)[C@H]3C2)cc1,2.589451384
O=C(c1ccccc1)N1CCN2C(=O)N(Cc3ccccc3)C(=O)[C@H]2C1,1.896779666
CN(C)C1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,2.941385201
CSC1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,3.43872046
CN(C)C(=O)c1ccnc(NCc2cccc(C#N)c2)c1,1.839006415
Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,2.600480634
CN(C(=O)[C@@H](N)Cc1ccccc1)c1ccccc1,2.593793186
N#Cc1ccccc1NC(=O)CCc1ccccc1,2.658640906
CCn1ncc(-c2cc(C(F)F)nc(NCCCOC)n2)c1C,2.614855049
Cc1nn(C)c(C)c1-c1cc(C(C)(C)C)nc(N(C)C)n1,2.563052513
CCn1cnnc1CN(C)C1CCN(c2ccccc2F)CC1,2.531992103
CN(Cc1nncn1C)C1CCN(c2ccccc2F)CC1,1.951439522
CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,2.675280542
CCn1ncc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c1C,2.91951792
CCc1nnc(Sc2nc3cc(C)nn3c3ccccc23)[nH]1,2.142401982
Cc1cc2nc(Sc3nnc(C)n3C)c3ccccc3n2n1,1.543732888
CCc1nc(CNc2ccc(C#N)nc2)cs1,2.035977764
COc1ccncc1NCc1cscn1,1.404765318
CCc1ccccc1NC(=O)Cn1nc(C)cc1C,1.977476673
Nc1cnn(CC(=O)Nc2ccc(F)cc2)c1,1.795024484
CCc1cc(NCc2cccc(OCCOC)c2)ncn1,2.169906505
COc1ccc(CN(C)c2ncncc2Br)cc1O,2.325086493
CCc1cc(-c2ccc(OC)c3nc(C)ccc23)nc(N2CCOCC2)n1,2.021474599
CCc1cc(-c2ccc(OC)c3ncccc23)nc(N2CCOCC2)n1,1.979156696
CCOc1ncccc1-c1cc(Cl)ccc1O,2.815365197
COc1ccc(C)cc1-c1cccnc1O,1.423180315
CCOc1ccc(OCCN2CCN(C(C)=O)CC2)cc1,1.242093984
CN1CCN(CCOc2ccccc2N)CC1,2.115344196
CCOc1ccc(Nc2ncccc2C#N)cc1,2.503695373
N#Cc1ccnc(Nc2ccc(F)cc2)c1,2.267950412
CCOc1ccc(CC(=O)NCCn2cccnc2=O)cc1,1.04351946
O=C(Cc1ccc(F)cc1)NCCn1cccnc1=O,1.355125725
CCOc1cc(N(C)CC2CCN(C)CC2)ncn1,2.748801035
Cc1nc(O)c(Cl)c(N(C)CC2CCN(C)CC2)n1,1.027920136
CCOc1cc(CNc2ccc(N3CCOCC3)c(C(=O)O)c2)cc(Cl)c1OC,2.187043863
COc1cc(OC)c(OC)cc1CNc1ccc(N2CCOCC2)c(C(=O)O)c1,1.027920136
CCOCCC(=O)N1CCC2(CCCN(C)CC2)CC1,1.485210191
COCC(C)(C)C(=O)N1CCCC2(CCNCC2)CC1,1.027920136
CCOCC(=O)Nc1cccc(CN2CCCC2)c1,2.700245823
CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,2.508392339
CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,2.842059159
N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1,2.817485378
CCNc1nc(-c2cccnc2)nc(C)c1C,1.843768306
CCOc1ncccc1-c1nc(C)cc(NC)n1,1.41715603
CCNC1=N[C@@H]2[C@@H](O)[C@@H](O)[C@H](CO)O[C@@H]2S1,1.027920136
CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,1.027920136
CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,1.849259672
Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,1.027920136
CCNC(=O)N1CCc2nc3ccc(F)cn3c(=O)c2C1,1.027920136
CNC(=O)N1CCc2nc3ccc(Cl)cn3c(=O)c2C1,1.027920136
CCNC(=O)N1CCC2(CCc3ccccc3O2)CC1,2.946536266
CCOCC(=O)N1CCC2(CCc3ccccc3O2)CC1,2.912676313
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,3.159066443
CN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,2.947691967
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,1.567955163
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,1.340265601
CCN(Cc1nc(C)no1)C(=O)c1cc(C)c(C)n(C)c1=O,1.027920136
Cn1cccc(C(=O)NCc2nc(C(C)(C)C)no2)c1=O,2.13664448
CCN(Cc1ccccc1)C(=O)c1ccc(O)cc1O,2.860846881
Cc1cc(F)ccc1C(=O)NCc1ccc(O)c(O)c1,1.923616999
CCN(CCOC)C(=O)Nc1ccc2occc(=O)c2c1,1.514640711
COc1cc(OC)c2c(=O)cc(CCC(=O)O)oc2c1,1.027920136
CCN(CCO)Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1,1.027920136
COc1cc(Br)c2c(=O)[nH]c(C)nc2c1,2.170801314
CCN(CC)CC(=O)Nc1ccc(Oc2ccc(C)nn2)cc1,1.499824496
Cc1ccc(Oc2ccc(N)cc2)nn1,1.027920136
CCN(CC(N)=O)CC(=O)N1c2ccccc2CCc2ccccc21,2.828490398
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,2.556304914
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,2.461072127
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,2.527646654
CCCn1cc(CNc2ncccn2)cn1,1.752086879
Cn1cc(CNc2ncccn2)c(C(C)(C)C)n1,2.559899447
CCCc1nn(CCCN2CCCCC2)c(=O)o1,3.203114514
COCc1nn(CCCN2CCCCC2)c(=O)o1,2.568772974
CCCc1nc(N2CCc3ccccc3C2)ncc1C(=O)O,1.594237812
COc1ccc2c(c1)CN(c1nc(C)cc(C)n1)CC2,2.684467433
CCCc1cnc(C)nc1N(C)CCC(C)(C)O,2.190014968
COC(C)(C)C(=O)Nc1ccnc(C(C)(C)C)n1,2.023737939
CCCc1ccc(C(=O)CSc2nncs2)cc1,3.099159728
CCc1ccc(CC)c(C(=O)CSc2nncs2)c1,3.189669385
CCCCN1CCN(C(=O)c2cccc(-c3ccc(CO)cc3)c2)CC1,2.430244417
CCCc1ccc(-c2cccc(C(=O)N3CCN(CC(N)=O)CC3)c2)cc1,2.849214197
CCCCN(C)C(=O)c1cn(-c2ccc(C)c(C)c2)nn1,2.724528179
Cc1ccc(-n2cc(C(=O)NCCN(C)C)nn2)cc1C,2.276638703
CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-],1.929096918
CN(C)C(=O)C(C)(C)NC(=O)OC(C)(C)C,1.385945713
CCCC(=O)NCC(=O)Nc1cnc(N2CCN(C)CC2)nc1,1.027920136
CCCC(=O)Nc1cnc(N2CCN(C)CC2)nc1,1.536810866
CCC1(O)CN(c2ncccc2C#N)C1,1.397783635
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,1.027920136
CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,2.338910472
CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,2.421750312
CC1Cc2ccccc2N1C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,3.013243501
O=C(CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)N1CCc2ccccc21,2.594451115
CC1=NN(c2ccc(F)cc2)C(=O)/C1=C(/C)Nc1ccc(S(N)(=O)=O)cc1,1.027920136
COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,1.593894982
CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,2.010800125
COc1cccc2c1OC(C)(C)[C@@H]1C[C@H]3CNCC[C@H]3O[C@@H]21,1.711992713
CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.160423509
COC(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,2.508843375
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@@H](O)CC4)c3)c2C1,2.032219736
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,2.671385411
CC(Oc1ccc(Cl)cc1)C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,2.71993755
Cc1cc(OCC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)ccc1Cl,3.160701073
CC(C)n1cc(CN2CCC(c3nc(N(C)C)no3)CC2)cn1,2.253820018
CCCn1cc(CN2CCC(c3nc(N(C)C)no3)CC2)cn1,2.163831985
CC(C)c1ccc(CN2CCN(C(=O)C3CCN(C(=O)C4CC4)CC3)CC2)cc1,2.57847417
COc1ccc(CN2CCN(C(=O)C3CCN(C(=O)C4CC4)CC3)CC2)cc1,1.702611455
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,1.152288344
COc1cc2c(c(OC)c1OC)CCNC(=O)C2,1.027920136
CC(C)[C@@H](C(=O)Nc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O,2.418869481
C[C@H](C(=O)Nc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O,1.796504952
CC(C)OCCS(=O)(=O)N1CCc2ccccc2CC1,3.496730851
CN(C)S(=O)(=O)CCCN1CCc2ccccc2CC1,2.855173763
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@H]1O,3.303912592
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@H]1O,3.284991458
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,1.868850077
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1.027920136
CC(C)Cc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,2.373252312
COCCc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,1.698848385
CC(C)CCn1ccc(NC2CCN(C(C)C)CC2)n1,2.181168765
CCc1[nH]nc(NC2CCN(C(C)C)CC2)c1C,2.211571695
CC(C)CCN1CCc2nc3cc(C4CC4)nn3c(O)c2C1,1.481456961
CCCCN1CCc2nc3cc(C4CC4)nn3c(O)c2C1,1.027920136
CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,1.746696459
Cn1nc(N)c2ccc(Br)cc21,1.976611303
CC(C)=CCOc1cccc(C(=O)NN2CCOCC2)c1,2.770149948
O=C(NN1CCOCC1)c1ccc(Cl)c(Cl)c1,1.027920136
CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,1.629093448
CCOc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1cccc(C(F)F)n1,1.027920136
CC(C)(CO)NCCCCn1c2ccccc2c2ccccc21,2.212283512
O=C(O)CCn1c2ccccc2c2ccccc21,1.056218581
CC(=O)c1ccc(-c2ccc(-c3nn[nH]n3)cc2)cc1,1.721967164
COc1cc(C)cc(OC)c1-c1ccc(-c2nn[nH]n2)cc1,1.919904036
CC(=O)c1cc(Br)cc(F)c1OCc1ccccn1,2.499662344
OCCOc1ccccc1OCc1ncc(Cl)cc1Cl,2.503203512
CC(=O)NCc1cc2n(n1)CCN(C1Cc3ccccc3C1)C2,1.027920136
CS(=O)(=O)NCc1cc2n(n1)CCN(C1Cc3ccccc3C1)C2,1.441930675
CC(=O)NCCCOc1ccc(CN2C[C@H](Oc3cccc(C)c3)[C@@H](O)C2)cc1,2.742940262
Cc1cccc(O[C@H]2CN(Cc3ccc(OCCCO)cc3)C[C@@H]2O)c1,2.846643238
CC(=O)NCCCC(=O)Nc1ccc(Oc2ccccc2Cl)cc1,2.858805992
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,3.383449292
CC(=O)N1c2ccccc2C[C@H]1C(=O)O,1.027920136
CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,2.64729395
CC(=O)N1CCc2c(sc(NC(=O)C(C)C)c2-c2nc3ccccc3s2)C1,2.357718578
CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,2.363551219
CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1,2.18355738
CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(Cl)ccc4o3)CC[C@@H]2O)CC1,1.986426848
CC(=O)N1CCC(CNc2nccc3cccnc23)CC1,1.907266213
CN1CCC(CNc2nccc3cccnc23)CC1,3.182323047
CC#CCNc1ccc(-n2cnnn2)c(C)c1,2.116617705
CN(C)CCSc1nnnn1-c1ccc(Br)cc1,3.239850821
C=CCNC1=C2C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,3.005442641
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@H]1OC(N)=O)C2=O,1.866807
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,2.591679978
Cc1ccc(Nc2ccnc(Nc3ccc(C)cc3)n2)cc1,2.678859671
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.435764759
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,2.077589539
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,3.2433
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,2.012651661
C/N=C(\NC#N)NCCSCc1nc[nH]c1C,1.027920136
Cc1nccn1CCNC(=O)C(C)(C)C,1.027920136
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,3.205708492
C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,3.030717892
C#CCNC(=O)c1ccc2c(c1)OCO2,1.536823483
CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,2.511115652
C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,1.549799964
Cc1cccc(C)c1CNC1(CCO)CCOCC1,1.871018039
